player,tournament_id,round,score
Dawie van der Walt,401353193,2,70.0
Chez Reavie,401353193,2,75.0
Patton Kizzire,401353193,2,70.0
Greyson Sigg,401353193,2,72.0
Nick Watney,401353193,2,70.0
Wyndham Clark,401353193,2,71.0
Kevin Tway,401353193,2,69.0
Andrew Putnam,401353193,2,69.0
Webb Simpson,401353193,2,71.0
Taylor Pendrith,401353193,2,68.0
Nick Hardy,401353193,2,72.0
Matt Kuchar,401353193,2,66.0
Aaron Baddeley,401353193,2,68.0
Phil Mickelson,401353193,2,69.0
Tom Hoge,401353193,2,66.0
Brendan Steele,401353193,2,71.0
Paul Barjon,401353193,2,71.0
Jim Herman,401353193,2,71.0
Joseph Bramlett,401353193,2,70.0
Jason Dufner,401353193,2,72.0
Peter Uihlein,401353193,2,73.0
Sung Kang,401353193,2,71.0
Dylan Wu,401353193,2,70.0
Sahith Theegala,401353193,2,70.0
Chase Seiffert,401353193,2,67.0
Matt NeSmith,401353193,2,68.0
Adam Schenk,401353193,2,73.0
Luke List,401353193,2,70.0
Scott Gutschewski,401353193,2,70.0
Ryan Armour,401353193,2,68.0
Adam Svensson,401353193,2,70.0
Sam Ryder,401353193,2,71.0
Vaughn Taylor,401353193,2,71.0
Quade Cummins,401353193,2,69.0
Sean O'Hair,401353193,2,72.0
Russell Knox,401353193,2,67.0
Justin Suh,401353193,2,71.0
Nick Taylor,401353193,2,71.0
Cameron Percy,401353193,2,69.0
Michael Gligic,401353193,2,70.0
Lanto Griffin,401353193,2,68.0
Austin Smotherman,401353193,2,69.0
David Skinns,401353193,2,71.0
Michael Thompson,401353193,2,69.0
Bo Van Pelt,401353193,2,67.0
Tyler Duncan,401353193,2,68.0
James Hahn,401353193,2,69.0
Trey Mullinax,401353193,2,69.0
Chad Ramey,401353193,2,69.0
Davis Riley,401353193,2,70.0
Kyle Stanley,401353193,2,71.0
J.B. Holmes,401353193,2,71.0
Curtis Thompson,401353193,2,71.0
Doc Redman,401353193,2,71.0
J.J. Spaun,401353193,2,72.0
Danny Willett,401353193,2,72.0
Adam Long,401353193,2,72.0
Martin Trainer,401353193,2,72.0
Aaron Rai,401353193,2,72.0
Charles Howell III,401353193,2,72.0
Brandt Snedeker,401353193,2,74.0
Ryan Moore,401353193,2,69.0
Jon Rahm,401353193,2,71.0
Kris Ventura,401353193,2,71.0
Bo Hoag,401353193,2,71.0
Hank Lebioda,401353193,2,72.0
Harry Higgs,401353193,2,72.0
Lucas Herbert,401353193,2,72.0
William McGirt,401353193,2,72.0
Turk Pettit,401353193,2,72.0
Scott Brown,401353193,2,73.0
Roger Sloan,401353193,2,73.0
Bill Haas,401353193,2,74.0
Adam Hadwin,401353193,2,77.0
Cameron Champ,401353193,2,71.0
S.Y. Noh,401353193,2,72.0
John Huh,401353193,2,73.0
Kelly Kraft,401353193,2,73.0
Vince Whaley,401353193,2,73.0
Hayden Buckley,401353193,2,73.0
Ben Martin,401353193,2,74.0
Emiliano Grillo,401353193,2,74.0
Doug Ghim,401353193,2,74.0
Callum Tarren,401353193,2,74.0
Andrew Novak,401353193,2,74.0
Jamie Lovemark,401353193,2,75.0
Jonathan Byrd,401353193,2,75.0
Brian Stuard,401353193,2,68.0
Stephan Jaeger,401353193,2,70.0
Brice Garnett,401353193,2,72.0
Joshua Creel,401353193,2,72.0
Max McGreevy,401353193,2,73.0
Seth Reeves,401353193,2,75.0
Kurt Kitayama,401353193,2,70.0
Alex Smalley,401353193,2,71.0
Brandon Hagy,401353193,2,72.0
Josh McCarthy,401353193,2,72.0
Brett Drewitt,401353193,2,72.0
Jonas Blixt,401353193,2,73.0
David Hearn,401353193,2,74.0
Denny McCarthy,401353193,2,74.0
Brandon Wu,401353193,2,75.0
Pat Perez,401353193,2,76.0
Kevin Na,401353193,2,77.0
Hudson Swafford,401353193,2,70.0
J.T. Poston,401353193,2,71.0
Taylor Moore,401353193,2,73.0
Kevin Stadler,401353193,2,73.0
Lee Hodges,401353193,2,74.0
Chris Stroud,401353193,2,75.0
Kiradech Aphibarnrat,401353193,2,75.0
Danny Lee,401353193,2,76.0
Chesson Hadley,401353193,2,76.0
Tyler McCumber,401353193,2,77.0
Cameron Young,401353193,2,73.0
Kramer Hickok,401353193,2,74.0
Trevor Werbylo,401353193,2,75.0
D.J. Trahan,401353193,2,78.0
Justin Lower,401353193,2,79.0
Ben Kohles,401353193,2,75.0
Kevin Yu,401353193,2,78.0
Kevin Chappell,401353193,2,72.0
Jared Wolfe,401353193,2,75.0
Sepp Straka,401353193,2,79.0
Dylan Frittelli,401353193,2,78.0
Michael Duncan,401353193,2,75.0
Andrew Landry,401353193,2,77.0
Sebastián Muñoz,401353193,2,80.0
Ted Potter Jr.,401353193,2,82.0
Max Homa,401353193,3,65.0
Maverick McNealy,401353193,3,70.0
Mito Pereira,401353193,3,70.0
Marc Leishman,401353193,3,68.0
Talor Gooch,401353193,3,66.0
Hideki Matsuyama,401353193,3,71.0
Patrick Rodgers,401353193,3,70.0
John Augenstein,401353193,3,70.0
C.T. Pan,401353193,3,67.0
Scott Stallings,401353193,3,67.0
Austin Cook,401353193,3,68.0
Scott Piercy,401353193,3,68.0
Si Woo Kim,401353193,3,68.0
Will Zalatoris,401353193,3,71.0
Jim Knous,401353193,3,65.0
Mark Hubbard,401353193,3,71.0
Bronson Burgoon,401353193,3,73.0
Nate Lashley,401353193,3,70.0
Harold Varner III,401353193,3,70.0
Troy Merritt,401353193,3,69.0
Beau Hossler,401353193,3,70.0
Brendon Todd,401353193,3,70.0
Peter Malnati,401353193,3,73.0
Cameron Tringale,401353193,3,71.0
Charley Hoffman,401353193,3,67.0
David Lipsky,401353193,3,70.0
Dawie van der Walt,401353193,3,68.0
Chez Reavie,401353193,3,70.0
Patton Kizzire,401353193,3,67.0
Greyson Sigg,401353193,3,71.0
Nick Watney,401353193,3,69.0
Wyndham Clark,401353193,3,70.0
Kevin Tway,401353193,3,69.0
Andrew Putnam,401353193,3,66.0
Webb Simpson,401353193,3,65.0
Taylor Pendrith,401353193,3,71.0
Nick Hardy,401353193,3,68.0
Matt Kuchar,401353193,3,72.0
Aaron Baddeley,401353193,3,68.0
Phil Mickelson,401353193,3,67.0
Tom Hoge,401353193,3,69.0
Brendan Steele,401353193,3,72.0
Paul Barjon,401353193,3,71.0
Jim Herman,401353193,3,70.0
Joseph Bramlett,401353193,3,71.0
Jason Dufner,401353193,3,70.0
Peter Uihlein,401353193,3,75.0
Sung Kang,401353193,3,70.0
Dylan Wu,401353193,3,70.0
Sahith Theegala,401353193,3,69.0
Chase Seiffert,401353193,3,76.0
Matt NeSmith,401353193,3,74.0
Adam Schenk,401353193,3,72.0
Luke List,401353193,3,72.0
Scott Gutschewski,401353193,3,74.0
Ryan Armour,401353193,3,72.0
Adam Svensson,401353193,3,71.0
Sam Ryder,401353193,3,78.0
Vaughn Taylor,401353193,3,75.0
Quade Cummins,401353193,3,73.0
Sean O'Hair,401353193,3,71.0
Russell Knox,401353193,3,75.0
Justin Suh,401353193,3,68.0
Nick Taylor,401353193,3,74.0
Cameron Percy,401353193,3,72.0
Michael Gligic,401353193,3,74.0
Lanto Griffin,401353193,3,71.0
Austin Smotherman,401353193,3,73.0
David Skinns,401353193,3,74.0
Michael Thompson,401353193,3,72.0
Max Homa,401353193,4,65.0
Maverick McNealy,401353193,4,68.0
Mito Pereira,401353193,4,68.0
Marc Leishman,401353193,4,65.0
Talor Gooch,401353193,4,68.0
Hideki Matsuyama,401353193,4,66.0
Patrick Rodgers,401353193,4,67.0
John Augenstein,401353193,4,68.0
C.T. Pan,401353193,4,69.0
Scott Stallings,401353193,4,71.0
Austin Cook,401353193,4,69.0
Scott Piercy,401353193,4,70.0
Si Woo Kim,401353193,4,70.0
Will Zalatoris,401353193,4,70.0
Jim Knous,401353193,4,74.0
Mark Hubbard,401353193,4,68.0
Bronson Burgoon,401353193,4,69.0
Nate Lashley,401353193,4,70.0
Harold Varner III,401353193,4,71.0
Troy Merritt,401353193,4,73.0
Beau Hossler,401353193,4,73.0
Brendon Todd,401353193,4,67.0
Peter Malnati,401353193,4,68.0
Cameron Tringale,401353193,4,69.0
Charley Hoffman,401353193,4,71.0
David Lipsky,401353193,4,71.0
Dawie van der Walt,401353193,4,72.0
Chez Reavie,401353193,4,69.0
Patton Kizzire,401353193,4,73.0
Greyson Sigg,401353193,4,69.0
Nick Watney,401353193,4,70.0
Wyndham Clark,401353193,4,71.0
Kevin Tway,401353193,4,72.0
Andrew Putnam,401353193,4,73.0
Webb Simpson,401353193,4,74.0
Taylor Pendrith,401353193,4,71.0
Nick Hardy,401353193,4,72.0
Matt Kuchar,401353193,4,73.0
Aaron Baddeley,401353193,4,74.0
Phil Mickelson,401353193,4,75.0
Tom Hoge,401353193,4,75.0
Brendan Steele,401353193,4,69.0
Paul Barjon,401353193,4,70.0
Jim Herman,401353193,4,71.0
Joseph Bramlett,401353193,4,71.0
Jason Dufner,401353193,4,73.0
Peter Uihlein,401353193,4,67.0
Sung Kang,401353193,4,72.0
Dylan Wu,401353193,4,73.0
Sahith Theegala,401353193,4,75.0
Chase Seiffert,401353193,4,68.0
Matt NeSmith,401353193,4,69.0
Adam Schenk,401353193,4,71.0
Luke List,401353193,4,71.0
Scott Gutschewski,401353193,4,71.0
Ryan Armour,401353193,4,72.0
Adam Svensson,401353193,4,73.0
Sam Ryder,401353193,4,67.0
Vaughn Taylor,401353193,4,69.0
Quade Cummins,401353193,4,71.0
Sean O'Hair,401353193,4,73.0
Russell Knox,401353193,4,74.0
Justin Suh,401353193,4,76.0
Nick Taylor,401353193,4,71.0
Cameron Percy,401353193,4,74.0
Michael Gligic,401353193,4,72.0
Lanto Griffin,401353193,4,75.0
Austin Smotherman,401353193,4,75.0
David Skinns,401353193,4,73.0
Michael Thompson,401353193,4,75.0
Sam Burns,401353194,1,68.0
Nick Watney,401353194,1,65.0
Cameron Young,401353194,1,67.0
Henrik Norlander,401353194,1,68.0
Andrew Landry,401353194,1,68.0
Hayden Buckley,401353194,1,67.0
Trey Mullinax,401353194,1,70.0
Si Woo Kim,401353194,1,66.0
Seth Reeves,401353194,1,71.0
Sahith Theegala,401353194,1,64.0
Harold Varner III,401353194,1,65.0
C.T. Pan,401353194,1,68.0
Cameron Tringale,401353194,1,71.0
Tyler Duncan,401353194,1,68.0
Will Zalatoris,401353194,1,70.0
Roger Sloan,401353194,1,66.0
Luke List,401353194,1,69.0
Brendan Steele,401353194,1,69.0
William McGirt,401353194,1,69.0
Matthew Wolff,401353194,1,68.0
Taylor Moore,401353194,1,67.0
Nate Lashley,401353194,1,70.0
Grant Hirschman,401353194,1,70.0
Corey Conners,401353194,1,67.0
Denny McCarthy,401353194,1,69.0
Stephan Jaeger,401353194,1,68.0
Nick Hardy,401353194,1,70.0
Aaron Wise,401353194,1,68.0
Adam Long,401353194,1,70.0
Russell Knox,401353194,1,71.0
Mito Pereira,401353194,1,71.0
Alex Smalley,401353194,1,76.0
Sungjae Im,401353194,1,67.0
Kevin Streelman,401353194,1,68.0
Davis Thompson,401353194,1,70.0
Kyle Reifers,401353194,1,69.0
Chris Kirk,401353194,1,70.0
Mackenzie Hughes,401353194,1,72.0
Taylor Pendrith,401353194,1,71.0
Ryan Moore,401353194,1,71.0
Charley Hoffman,401353194,1,69.0
Emiliano Grillo,401353194,1,70.0
Dylan Frittelli,401353194,1,69.0
Paul Barjon,401353194,1,70.0
Eugenio Chacarra,401353194,1,69.0
Adam Hadwin,401353194,1,67.0
Kurt Kitayama,401353194,1,66.0
Lee Hodges,401353194,1,72.0
Jimmy Walker,401353194,1,70.0
Chesson Hadley,401353194,1,69.0
Andy Ogletree,401353194,1,67.0
Sam Ryder,401353194,1,70.0
Michael Thompson,401353194,1,70.0
Peter Malnati,401353194,1,70.0
Joel Dahmen,401353194,1,68.0
Brice Garnett,401353194,1,72.0
Doc Redman,401353194,1,69.0
Joseph Bramlett,401353194,1,70.0
Andrew Novak,401353194,1,72.0
Doug Ghim,401353194,1,68.0
Lucas Glover,401353194,1,67.0
Brandon Hagy,401353194,1,71.0
Chad Ramey,401353194,1,70.0
John Huh,401353194,1,71.0
Vince Whaley,401353194,1,68.0
Sung Kang,401353194,1,68.0
Austin Cook,401353194,1,68.0
J.J. Spaun,401353194,1,69.0
Adam Schenk,401353194,1,72.0
Scott Gutschewski,401353194,1,72.0
Max McGreevy,401353194,1,72.0
Patrick Rodgers,401353194,1,71.0
Matthias Schwab,401353194,1,71.0
Davis Riley,401353194,1,71.0
Hudson Swafford,401353194,1,71.0
Dawie van der Walt,401353194,1,71.0
Dylan Wu,401353194,1,70.0
Brian Stuard,401353194,1,70.0
Sergio Garcia,401353194,1,70.0
Ben Kohles,401353194,1,70.0
Martin Laird,401353194,1,69.0
Anirban Lahiri,401353194,1,69.0
Brandon Wu,401353194,1,69.0
Lanto Griffin,401353194,1,68.0
Gary Woodland,401353194,1,67.0
Joshua Creel,401353194,1,74.0
Jared Wolfe,401353194,1,73.0
Bill Haas,401353194,1,72.0
Curtis Thompson,401353194,1,72.0
Keegan Bradley,401353194,1,72.0
Tyler McCumber,401353194,1,71.0
Quade Cummins,401353194,1,70.0
J.T. Poston,401353194,1,69.0
Rory Sabbatini,401353194,1,69.0
Tom Hoge,401353194,1,73.0
Séamus Power,401353194,1,72.0
K.H. Lee,401353194,1,72.0
Brendon Todd,401353194,1,72.0
Carlos Ortiz,401353194,1,71.0
Kramer Hickok,401353194,1,71.0
Brandt Snedeker,401353194,1,69.0
Adam Svensson,401353194,1,74.0
Zach Johnson,401353194,1,73.0
Bronson Burgoon,401353194,1,73.0
Ryan Armour,401353194,1,72.0
Chez Reavie,401353194,1,71.0
Scott Stallings,401353194,1,71.0
Kevin Chappell,401353194,1,71.0
Sebastián Muñoz,401353194,1,71.0
Lucas Herbert,401353194,1,69.0
Nick Taylor,401353194,1,74.0
Keith Mitchell,401353194,1,73.0
Sepp Straka,401353194,1,73.0
Aaron Rai,401353194,1,73.0
S.Y. Noh,401353194,1,72.0
Kiradech Aphibarnrat,401353194,1,71.0
Wyndham Clark,401353194,1,71.0
Camilo Villegas,401353194,1,71.0
Brian Gay,401353194,1,71.0
David Lipsky,401353194,1,71.0
Michael Gligic,401353194,1,73.0
Bo Van Pelt,401353194,1,72.0
Robert Streb,401353194,1,71.0
John Augenstein,401353194,1,71.0
Patton Kizzire,401353194,1,67.0
Scott Piercy,401353194,1,75.0
Kevin Tway,401353194,1,74.0
Greg Sonnier,401353194,1,74.0
Cam Davis,401353194,1,72.0
Matt Wallace,401353194,1,72.0
Callum Tarren,401353194,1,71.0
Martin Trainer,401353194,1,71.0
Cohen Trolio (a),401353194,1,71.0
Greyson Sigg,401353194,1,77.0
Jonas Blixt,401353194,1,75.0
Brett Drewitt,401353194,1,75.0
Cody Gribble,401353194,1,75.0
David Skinns,401353194,1,76.0
Andrew Putnam,401353194,1,75.0
Matt NeSmith,401353194,1,74.0
Kelly Kraft,401353194,1,76.0
Sam Saunders,401353194,1,76.0
Richy Werenski,401353194,1,80.0
Kevin Stadler,401353194,1,83.0
Sam Burns,401353194,2,66.0
Nick Watney,401353194,2,66.0
Cameron Young,401353194,2,65.0
Henrik Norlander,401353194,2,66.0
Andrew Landry,401353194,2,68.0
Hayden Buckley,401353194,2,65.0
Trey Mullinax,401353194,2,66.0
Si Woo Kim,401353194,2,71.0
Seth Reeves,401353194,2,66.0
Sahith Theegala,401353194,2,67.0
Harold Varner III,401353194,2,71.0
C.T. Pan,401353194,2,67.0
Cameron Tringale,401353194,2,66.0
Tyler Duncan,401353194,2,68.0
Will Zalatoris,401353194,2,61.0
Roger Sloan,401353194,2,67.0
Luke List,401353194,2,70.0
Brendan Steele,401353194,2,70.0
William McGirt,401353194,2,68.0
Matthew Wolff,401353194,2,71.0
Taylor Moore,401353194,2,71.0
Nate Lashley,401353194,2,66.0
Grant Hirschman,401353194,2,67.0
Corey Conners,401353194,2,69.0
Denny McCarthy,401353194,2,65.0
Stephan Jaeger,401353194,2,66.0
Nick Hardy,401353194,2,66.0
Aaron Wise,401353194,2,66.0
Adam Long,401353194,2,69.0
Russell Knox,401353194,2,66.0
Mito Pereira,401353194,2,67.0
Alex Smalley,401353194,2,63.0
Sungjae Im,401353194,2,69.0
Kevin Streelman,401353194,2,68.0
Davis Thompson,401353194,2,69.0
Kyle Reifers,401353194,2,68.0
Chris Kirk,401353194,2,68.0
Mackenzie Hughes,401353194,2,66.0
Taylor Pendrith,401353194,2,66.0
Ryan Moore,401353194,2,67.0
Charley Hoffman,401353194,2,68.0
Emiliano Grillo,401353194,2,69.0
Dylan Frittelli,401353194,2,67.0
Paul Barjon,401353194,2,66.0
Eugenio Chacarra,401353194,2,68.0
Adam Hadwin,401353194,2,71.0
Kurt Kitayama,401353194,2,68.0
Lee Hodges,401353194,2,67.0
Jimmy Walker,401353194,2,66.0
Chesson Hadley,401353194,2,69.0
Andy Ogletree,401353194,2,68.0
Sam Ryder,401353194,2,67.0
Michael Thompson,401353194,2,68.0
Peter Malnati,401353194,2,67.0
Joel Dahmen,401353194,2,70.0
Brice Garnett,401353194,2,67.0
Doc Redman,401353194,2,70.0
Joseph Bramlett,401353194,2,67.0
Andrew Novak,401353194,2,67.0
Doug Ghim,401353194,2,70.0
Lucas Glover,401353194,2,71.0
Brandon Hagy,401353194,2,66.0
Chad Ramey,401353194,2,69.0
John Huh,401353194,2,67.0
Vince Whaley,401353194,2,71.0
Sung Kang,401353194,2,71.0
Austin Cook,401353194,2,70.0
J.J. Spaun,401353194,2,69.0
Adam Schenk,401353194,2,68.0
Scott Gutschewski,401353194,2,68.0
Max McGreevy,401353194,2,68.0
Patrick Rodgers,401353194,2,69.0
Matthias Schwab,401353194,2,69.0
Davis Riley,401353194,2,69.0
Hudson Swafford,401353194,2,69.0
Dawie van der Walt,401353194,2,69.0
Dylan Wu,401353194,2,70.0
Brian Stuard,401353194,2,70.0
Sergio Garcia,401353194,2,70.0
Ben Kohles,401353194,2,70.0
Martin Laird,401353194,2,71.0
Anirban Lahiri,401353194,2,71.0
Brandon Wu,401353194,2,71.0
Lanto Griffin,401353194,2,72.0
Gary Woodland,401353194,2,73.0
Joshua Creel,401353194,2,67.0
Jared Wolfe,401353194,2,68.0
Bill Haas,401353194,2,69.0
Curtis Thompson,401353194,2,69.0
Keegan Bradley,401353194,2,69.0
Tyler McCumber,401353194,2,70.0
Quade Cummins,401353194,2,71.0
J.T. Poston,401353194,2,72.0
Rory Sabbatini,401353194,2,72.0
Tom Hoge,401353194,2,69.0
Séamus Power,401353194,2,70.0
K.H. Lee,401353194,2,70.0
Brendon Todd,401353194,2,70.0
Carlos Ortiz,401353194,2,71.0
Kramer Hickok,401353194,2,71.0
Brandt Snedeker,401353194,2,73.0
Adam Svensson,401353194,2,69.0
Zach Johnson,401353194,2,70.0
Bronson Burgoon,401353194,2,70.0
Ryan Armour,401353194,2,71.0
Chez Reavie,401353194,2,72.0
Scott Stallings,401353194,2,72.0
Kevin Chappell,401353194,2,72.0
Sebastián Muñoz,401353194,2,72.0
Lucas Herbert,401353194,2,74.0
Nick Taylor,401353194,2,70.0
Keith Mitchell,401353194,2,71.0
Sepp Straka,401353194,2,71.0
Aaron Rai,401353194,2,71.0
S.Y. Noh,401353194,2,72.0
Kiradech Aphibarnrat,401353194,2,73.0
Wyndham Clark,401353194,2,73.0
Camilo Villegas,401353194,2,73.0
Brian Gay,401353194,2,73.0
David Lipsky,401353194,2,73.0
Michael Gligic,401353194,2,72.0
Bo Van Pelt,401353194,2,73.0
Robert Streb,401353194,2,74.0
John Augenstein,401353194,2,74.0
Patton Kizzire,401353194,2,78.0
Scott Piercy,401353194,2,71.0
Kevin Tway,401353194,2,72.0
Greg Sonnier,401353194,2,72.0
Cam Davis,401353194,2,74.0
Matt Wallace,401353194,2,74.0
Callum Tarren,401353194,2,75.0
Martin Trainer,401353194,2,75.0
Cohen Trolio (a),401353194,2,75.0
Greyson Sigg,401353194,2,70.0
Jonas Blixt,401353194,2,72.0
Brett Drewitt,401353194,2,72.0
Cody Gribble,401353194,2,72.0
David Skinns,401353194,2,72.0
Andrew Putnam,401353194,2,73.0
Matt NeSmith,401353194,2,74.0
Kelly Kraft,401353194,2,74.0
Sam Saunders,401353194,2,77.0
Richy Werenski,401353194,2,74.0
Kevin Stadler,401353194,2,78.0
Sam Burns,401353194,3,65.0
Nick Watney,401353194,3,71.0
Cameron Young,401353194,3,67.0
Henrik Norlander,401353194,3,70.0
Andrew Landry,401353194,3,66.0
Hayden Buckley,401353194,3,70.0
Trey Mullinax,401353194,3,64.0
Si Woo Kim,401353194,3,66.0
Seth Reeves,401353194,3,63.0
Sahith Theegala,401353194,3,67.0
Harold Varner III,401353194,3,67.0
C.T. Pan,401353194,3,67.0
Cameron Tringale,401353194,3,62.0
Tyler Duncan,401353194,3,69.0
Will Zalatoris,401353194,3,72.0
Roger Sloan,401353194,3,68.0
Luke List,401353194,3,68.0
Brendan Steele,401353194,3,66.0
William McGirt,401353194,3,68.0
Matthew Wolff,401353194,3,65.0
Taylor Moore,401353194,3,66.0
Nate Lashley,401353194,3,68.0
